VR_NUMBER,LATITUDE,LONGITUDE,POSITION_UTC_DATE
107529,45.919979999999995,-59.9679,2018-05-25 07:00:16
176301,47.15784,-61.85124,2018-05-25 07:00:16
105200,43.630379999999995,-65.76966,2018-05-25 07:01:20
107181,44.482679999999995,-63.594719999999995,2018-05-25 07:01:20
105574,46.06218,-58.721219999999995,2018-05-25 07:01:20
105912,42.082,-66.685,2018-05-25 07:02:00
106371,45.338333,-60.997777,2018-05-25 07:02:20
160781,47.247800000000005,-60.9446,2018-05-25 07:03:45
107218,44.646665999999996,-65.754166,2018-05-25 07:03:47
105908,45.503054999999996,-60.958332999999996,2018-05-25 07:04:32
158986,46.8731,-62.974729999999994,2018-05-25 07:05:05
176301,47.159279999999995,-61.83576,2018-05-25 07:05:36
106548,43.472777,-65.634166,2018-05-25 07:05:46
1516,41.996666,-66.71333299999999,2018-05-25 07:08:04
102852,44.644166,-63.568611,2018-05-25 07:08:33
160781,47.2614,-60.942,2018-05-25 07:09:10
176301,47.16072,-61.819919999999996,2018-05-25 07:09:52
106816,44.762,-66.7475,2018-05-25 07:10:00
158986,46.8731,-62.974729999999994,2018-05-25 07:10:05
105966,44.289443999999996,-64.34472199999999,2018-05-25 07:10:39
107749,45.504166,-60.957221999999994,2018-05-25 07:11:03
105907,43.6169,-65.7865,2018-05-25 07:12:36
105447,43.5305,-65.83200000000001,2018-05-25 07:13:00
106891,45.055,-66.794722,2018-05-25 07:13:28
105172,44.264500000000005,-66.3482,2018-05-25 07:13:49
160781,47.2732,-60.94,2018-05-25 07:13:52
104937,44.625,-65.756,2018-05-25 07:14:00
101609,44.936,-59.353333,2018-05-25 07:14:00
108177,44.624489999999994,-65.75171499999999,2018-05-25 07:15:00
5665,44.64262,-65.74526,2018-05-25 07:15:00
107314,43.51751,-65.21818,2018-05-25 07:15:03
19636,44.62455,-65.75204,2018-05-25 07:15:03
103157,44.62543,-65.75213,2018-05-25 07:15:03
106661,44.645649999999996,-65.7486,2018-05-25 07:15:03
158986,46.8731,-62.974729999999994,2018-05-25 07:15:05
107866,45.503054999999996,-60.958332999999996,2018-05-25 07:15:08
176301,47.16198,-61.80462,2018-05-25 07:15:12
158988,46.28123,-60.42427,2018-05-25 07:15:18
73907,45.057221999999996,-66.796666,2018-05-25 07:15:22
5755,44.645500000000006,-65.754,2018-05-25 07:17:00
107218,44.646665999999996,-65.754166,2018-05-25 07:19:02
104409,45.338333,-60.995833,2018-05-25 07:19:02
105622,45.501943999999995,-60.963333,2018-05-25 07:19:07
160781,47.284400000000005,-60.9371,2018-05-25 07:19:10
1518,42.004166,-66.6425,2018-05-25 07:19:43
108274,44.265100000000004,-66.349,2018-05-25 07:19:48
158986,46.873000000000005,-62.974729999999994,2018-05-25 07:20:05
176301,47.1636,-61.788959999999996,2018-05-25 07:20:32
107814,43.423888,-65.325,2018-05-25 07:20:39
105625,45.501943999999995,-60.963333,2018-05-25 07:21:21
107948,45.503054999999996,-60.958332999999996,2018-05-25 07:22:26
101440,44.625833,-65.751944,2018-05-25 07:22:47
106425,43.6056,-65.7773,2018-05-25 07:23:07
160781,47.2916,-60.935,2018-05-25 07:23:53
176301,47.16558,-61.773300000000006,2018-05-25 07:24:48
158986,46.8731,-62.974729999999994,2018-05-25 07:25:05
106256,45.919722,-59.9675,2018-05-25 07:25:27
108371,43.499300000000005,-65.47070000000001,2018-05-25 07:25:49
