Date,Latitude,Longitude,Number of right whales
2018-05-31,47.5999,-64.09875,1
2018-05-27,48.15185,-63.3814367,1
2018-05-24,44.5865,-63.058,1
2018-05-24,44.63517,-62.6788,1
